TimeCreated,Id,LevelDisplayName,Message,UserName,Computer
2026-04-24T12:55:18.853651,4776,Warning,The domain controller attempted to validate credentials. Error: 0xC000006A,bob,WIN-SERVER01
2026-04-20T17:27:51.853657,5156,Information,The Windows Filtering Platform permitted a connection. 192.168.1.10,postgres,WIN-SERVER01
2026-04-20T00:33:43.853664,4672,Information,Special privileges assigned to new logon. eve,eve,WIN-SERVER01
2026-04-18T04:09:27.853671,4648,Information,A logon was attempted using explicit credentials. admin,admin,WIN-SERVER01
2026-04-20T10:15:57.853678,4624,Information,An account was successfully logged on. Subject: alice,alice,WIN-SERVER01
2026-04-28T22:42:18.853684,4672,Information,Special privileges assigned to new logon. bob,bob,WIN-SERVER01
2026-04-16T16:51:23.853691,4648,Information,A logon was attempted using explicit credentials. dave,dave,WIN-SERVER01
2026-05-10T18:27:28.853697,5157,Warning,The Windows Filtering Platform blocked a connection from 80.82.77.33,bob,WIN-SERVER01
2026-04-20T06:44:10.853704,5156,Information,The Windows Filtering Platform permitted a connection. 45.33.32.156,admin,WIN-SERVER01
2026-05-03T10:41:19.853710,4625,Warning,An account failed to log on. User: carol IP: 198.51.100.1,carol,WIN-SERVER01
2026-05-10T16:36:39.853716,1102,Warning,The audit log was cleared. Subject: eve,eve,WIN-SERVER01
2026-04-22T01:47:43.853723,5157,Warning,The Windows Filtering Platform blocked a connection from 172.16.5.4,dave,WIN-SERVER01
2026-05-04T20:56:26.853729,4672,Information,Special privileges assigned to new logon. bob,bob,WIN-SERVER01
2026-05-09T16:52:31.853739,5157,Warning,The Windows Filtering Platform blocked a connection from 192.168.1.10,alice,WIN-SERVER01
2026-04-30T12:51:13.853745,5157,Warning,The Windows Filtering Platform blocked a connection from 192.168.1.10,alice,WIN-SERVER01
2026-04-12T16:40:24.853752,4625,Warning,An account failed to log on. User: root IP: 103.21.244.0,root,WIN-SERVER01
2026-04-25T15:30:58.853758,4648,Information,A logon was attempted using explicit credentials. postgres,postgres,WIN-SERVER01
2026-04-14T07:07:10.853764,4648,Information,A logon was attempted using explicit credentials. root,root,WIN-SERVER01
2026-05-12T02:50:05.853771,1102,Warning,The audit log was cleared. Subject: carol,carol,WIN-SERVER01
2026-04-13T12:46:42.853778,4776,Warning,The domain controller attempted to validate credentials. Error: 0xC000006A,bob,WIN-SERVER01
2026-04-27T15:14:55.853786,4625,Warning,An account failed to log on. User: carol IP: 10.0.0.22,carol,WIN-SERVER01
2026-04-13T00:17:11.853792,1102,Warning,The audit log was cleared. Subject: root,root,WIN-SERVER01
2026-04-21T04:48:43.853799,4625,Warning,An account failed to log on. User: postgres IP: 45.33.32.156,postgres,WIN-SERVER01
2026-05-05T06:40:14.853805,4648,Information,A logon was attempted using explicit credentials. root,root,WIN-SERVER01
2026-05-11T06:01:11.853812,5157,Warning,The Windows Filtering Platform blocked a connection from 45.33.32.156,alice,WIN-SERVER01
2026-05-10T00:11:44.853818,4672,Information,Special privileges assigned to new logon. bob,bob,WIN-SERVER01
2026-04-22T15:34:44.853825,4672,Information,Special privileges assigned to new logon. admin,admin,WIN-SERVER01
2026-05-03T01:25:39.853831,4740,Warning,A user account was locked out. Account: postgres,postgres,WIN-SERVER01
2026-04-27T21:21:58.853838,4625,Warning,An account failed to log on. User: admin IP: 45.33.32.156,admin,WIN-SERVER01
2026-05-03T06:02:15.853844,5156,Information,The Windows Filtering Platform permitted a connection. 198.51.100.1,postgres,WIN-SERVER01
2026-04-16T20:40:59.853850,4672,Information,Special privileges assigned to new logon. alice,alice,WIN-SERVER01
2026-04-19T20:19:03.853919,5157,Warning,The Windows Filtering Platform blocked a connection from 203.0.113.77,carol,WIN-SERVER01
2026-05-06T10:19:01.853932,5156,Information,The Windows Filtering Platform permitted a connection. 192.168.1.10,eve,WIN-SERVER01
2026-05-01T00:09:02.853941,4672,Information,Special privileges assigned to new logon. carol,carol,WIN-SERVER01
2026-04-12T15:55:50.853949,1102,Warning,The audit log was cleared. Subject: bob,bob,WIN-SERVER01
2026-04-27T15:16:24.853956,4740,Warning,A user account was locked out. Account: bob,bob,WIN-SERVER01
2026-04-13T09:39:07.853962,4624,Information,An account was successfully logged on. Subject: alice,alice,WIN-SERVER01
2026-04-14T14:10:12.853993,4624,Information,An account was successfully logged on. Subject: eve,eve,WIN-SERVER01
2026-04-16T14:29:06.854006,5156,Information,The Windows Filtering Platform permitted a connection. 198.51.100.1,carol,WIN-SERVER01
2026-05-08T02:37:25.854015,4648,Information,A logon was attempted using explicit credentials. alice,alice,WIN-SERVER01
2026-05-06T01:05:06.854022,4776,Warning,The domain controller attempted to validate credentials. Error: 0xC000006A,admin,WIN-SERVER01
2026-04-29T08:28:47.854029,4624,Information,An account was successfully logged on. Subject: admin,admin,WIN-SERVER01
2026-04-23T21:12:20.854035,4776,Warning,The domain controller attempted to validate credentials. Error: 0xC000006A,postgres,WIN-SERVER01
2026-05-08T00:08:50.854042,1102,Warning,The audit log was cleared. Subject: alice,alice,WIN-SERVER01
2026-05-07T06:48:53.854048,4625,Warning,An account failed to log on. User: bob IP: 192.168.1.15,bob,WIN-SERVER01
2026-04-11T22:36:21.854055,4648,Information,A logon was attempted using explicit credentials. root,root,WIN-SERVER01
2026-05-03T11:58:28.854061,4672,Information,Special privileges assigned to new logon. eve,eve,WIN-SERVER01
2026-04-30T15:47:29.854067,4625,Warning,An account failed to log on. User: bob IP: 203.0.113.77,bob,WIN-SERVER01
2026-04-26T20:22:34.854074,4648,Information,A logon was attempted using explicit credentials. dave,dave,WIN-SERVER01
2026-05-11T09:41:59.854107,4740,Warning,A user account was locked out. Account: bob,bob,WIN-SERVER01
